"Gene"
"AKR1A1"
"AKR1B1"
"AKR1B10"
"AKR1C1"
"AKR1C2"
"AKR1C3"
"AKR1C4"
"AKR7A2"
"CBR4"
"CYP1A2"
"CYP2A13"
"CYP2W1"
"CYP3A4"
"CYP3A5"
"HELQ"
"HMCES"
"NFE2L2"
"POLQ"
"PRKDC"
"SULT1C4"
