"Gene","Tissue_Count","Best_QValue","Best_Empirical_PValue","Best_PValue","Mean_Abs_Log2_AFC","Example_Tissues","Gencode_ID","Phenotype","Selected_Tissues"
"AC034243.1",6,9.40973e-152,5.71111e-154,3.02235e-170,3.0172085,"Liver;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000253404.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"LINC02210",6,1.63978e-149,1.08055e-151,7.11791e-173,1.05577466666667,"Lung;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000204650.14","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"NPIPB2",6,7.07566e-149,5.03067e-151,3.37502e-166,3.980398,"Lung;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000234719.8","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"WBSCR27",6,3.72261e-146,2.84037e-148,4.13531e-164,1.85336016666667,"Lung;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000165171.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"PILRA",6,1.0046e-141,9.0588e-144,1.75421e-165,1.89163683333333,"Liver;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000085514.15","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"ZNF100",6,1.63759e-140,1.50507e-142,5.29441e-163,0.8087395,"Lung;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000197020.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"SNHG5",6,2.07447e-137,5.00612e-140,9.70335e-160,1.28690266666667,"Liver;Lung;Pancreas;Prostate;Stomach;Thyroid","ENSG00000203875.10","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"STAG3L5P",6,3.24759e-137,3.26636e-139,4.71079e-157,0.907424833333333,"Lung;Ovary;Pancreas;Prostate;Stomach;Thyroid","ENSG00000242294.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"RP4-756H11.3",6,1.05475e-134,1.22045e-136,7.30376e-159,1.94542883333333,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000226824.6","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
"AF011889.2",6,3.45691e-134,4.19625e-136,1.53647e-150,1.94204583333333,"Liver;Lung;Ovary;Prostate;Stomach;Thyroid","ENSG00000238039.1","cancer","Lung (count=316766); Prostate (count=190492); Liver (count=125070); Bladder (count=70996); Thyroid (count=51378); Stomach (count=34100); Pancreas (count=20624); Ovary (count=12143)"
