"Gene_Symbol","Gene_Name","MIM_Number","Entry_Title","Search_Term","Phenotype_Map","Inheritance","Entrez_GeneIDs","Ensembl_IDs","Source"
"FHIT","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FHIT","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FIBROBLAST","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FIBROSIS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FIBROUS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FILS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FINGER","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FINGER","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FLCN","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FLCN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FLCN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FLCN","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FLD1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FOLIC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FOLLICULIN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FOXE1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FOXE1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FOXE1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FOXE1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRA","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRA10A","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRA10A-","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRA10AC1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRA3B","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRA3B","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRAGILE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRAGILE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRAUMENI","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FRAUMENI","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FUMARATE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FUMARATE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FUSION","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FUSION","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"G-HMPSQC23JJ","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"G-HMPSQC23JJ","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"G-HMPSQC23JJ","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"G-HMPSQC23JJ","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"G6PC1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GAA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GABBR2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GABRA2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GALNT12","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GALNT12","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GALNT12","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GAMMA","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GANAB","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GARDNER","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GARDNER","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GASTRIC","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GASTRIC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GASTRIC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GASTRIC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GAUCHER","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GBA1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GBE1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GCM2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GD3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GERM","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GERM","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GIGYF2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GJB6","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLIOMA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLIOMA","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM4","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM4","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM5","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM5","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM6","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM6","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM8","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLM8","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLYCOGEN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GLYCOSYLASE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GRANULOMATOUS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GROUP","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GROUP","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GROWTH","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GSD","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GSD3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GTR","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GWAS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GYG1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GYS1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"GYS2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HABP2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HABP2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HABP2","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HABP2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HAMMAN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HAMMAN-RICH","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HELICASE","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HELICASE","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEPATIC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEPATOBLASTOMA","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEPATOBLASTOMA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEPATOCELLULAR","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEPATOCELLULAR","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HEREDITARY","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HGMD","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HIC1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HIPPEL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HIPPEL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HIPPEL-LINDAU","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HIPPEL-LINDAU","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HISTIDINE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HISTIDINE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HISTIOCYTOMA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HLA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HLA-DQB1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HLRCC","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HLRCC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HLRCC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HLRCC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMMR","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMMR","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMMR","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMMR","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPS1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPS1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPS1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPS1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HMPSQC23JJ","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNF1A","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNF1A","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNF1B","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNF1B","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNPCC6","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNPCC6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HNPCC7","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HODGKIN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HODGKIN","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOGG","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOMEOBOX","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOMOLOG","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOMOLOG","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOMOLOG","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOMOLOG","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOXB13","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HOXC13","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC15","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC5","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC7","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC7","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC8","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC8","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPC9","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPCX1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPCX1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPCX3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HPRD","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRAS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRAS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRAS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRAS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRPT1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRPT3","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HRZ","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HTRA2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HURIEZ","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HYALURONAN","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HYALURONAN-","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HYDRATASE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HYDRATASE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"HYPERMETHYLATED","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IARC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IARC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IARC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD11","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD12","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD15","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD16","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD18","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD20","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD21","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD22","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD23","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD24","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD26","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD27","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD4","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD5","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD7","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD8","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IBD9","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD10CM","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICD9CM","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ICR1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IDH1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IDH1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IGF2R","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IGF2R","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IIA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IIA","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IIB","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IIB","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"III","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IIIA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL10RA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL10RB","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1B","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1B","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1B","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1B","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1RN","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1RN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1RN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL1RN","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL23R","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL37","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IL6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ILD2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMAGE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMAGE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMAGE-I","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IMPC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INAVA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INCLUDED","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INDUCIBLE","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INDUCIBLE","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INDUCING","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INDUCING","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INFLAMMATORY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INHA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INHIBIN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INHIBITOR","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INHIBITOR","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INHIBITORY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INSENSITIVITY","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INSENSITIVITY","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INTEGRIN","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INTERSTITIAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INTESTINAL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INTESTINAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INTESTINAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"INTESTINAL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IRF1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IRF1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IRF1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IRF1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IRF5","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"IRGM","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ITGA9","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"J84","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"J93","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"JAKOB","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"JEGHERS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"JPS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"JUVENILE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"K50","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KCNQ1OT1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KDF1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KEGG","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KERATIN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KERATODERMA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KIDNEY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KINASE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KINASE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KIT","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KIT","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLF6","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLF6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLF6","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLF6","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLHDC8B","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLHDC8B","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLLN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KLLN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KRAS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KRAS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KRAS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KRAS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"KREMEN1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
