"Gene_Symbol","Gene_Name","MIM_Number","Entry_Title","Search_Term","Phenotype_Map","Inheritance","Entrez_GeneIDs","Ensembl_IDs","Source"
"CDKN2A","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CDKN2A","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CELL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CELL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CELL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CELL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CENATAC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CEP57","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CERVICAL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CGDX","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CGG","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHCHD2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHECKPOINT","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHEK2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHEK2","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHEK2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHRNA3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHRNA4","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHRNA5","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHROMATIN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHROMOSOME","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHROMOSOME","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHRONIC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CHRONIC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CILIOGENESIS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CILIOGENESIS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CJD","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLAPO","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLASSIC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLASSIC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLEFT","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLEFT","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLEFT","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLEFT","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLOUSTON","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CLOVE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CMEMS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COACTIVATOR","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COLI","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COLON","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COLORECTAL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COLORECTAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COLORECTAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COLORECTAL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COMPLEMENTATION","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COMPLEMENTATION","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COMPLEX","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COMPLEX","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COMPONENT","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CONGENITAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CONGENITAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CONTAINING","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CONTAINING","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COREPRESSOR","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COSTELLO","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COWDEN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"COWDEN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRC","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS10","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS10","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS10","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS11","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS11","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS12","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS12","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS12","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS3","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS3","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS4","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS4","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS4","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS4","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS5","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS5","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS5","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS6","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS6","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS7","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS7","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS8","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS8","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS9","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CRCS9","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CREUTZFELDT","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CREUTZFELDT-","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CROHN","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CST6","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CSTLO","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A3","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A5","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A5","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A6","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT45A6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT83","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CT83","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTAG1B","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTAG1B","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTAG2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTAG3","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTAG3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTNNB1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTNNB1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTNNB1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CTNNB1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CUTANEOUS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CUTANEOUS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CUTANEOUS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CUTANEOUS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CWS1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CWS1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYBA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYBB","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYBC1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYCLIN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYCLIN","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYP2A6","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYP2A6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYP2A6","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYTOCHROME","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYTOSKELETAL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYTOSKELETAL-","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYTOSOLIC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"CYTOSOLIC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D13","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D13","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D13","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D25","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D32","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D32","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D32","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D32","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D47","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D47","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"D68","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DCC","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DCC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DCC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DCC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DCD","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DDX53","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DDX53","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEAD","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEAD","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEAD","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEAD-BOX","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEAD-BOX","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DECIPHER","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DECIPHER","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DECIPHER","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DECIPHER","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DELETED","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DELTA","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEPENDENCE","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEPENDENT","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DEPENDENT","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DERMCIDIN","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DESMD","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DESMOID","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DGLBC","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DGLBC","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DGLBC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DGLBC","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIADENOSINE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIADENOSINE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIANZANI","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIAPHYSEAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DICER1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIFFUSE","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIFFUSE","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIFFUSE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIFFUSE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIPHTHAMIDE","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIRC1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DIRECTED","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DISRUPTED","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DJ1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DLC1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DLC1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DLC1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DLC1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DLEC1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DLST","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DMSMFH","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNA","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNA","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNA","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNA-DIRECTED","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNAJB11","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DNAJC6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DOMAIN","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DOMAIN","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DOMAIN-","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DOMINANT","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DOWNREGULATED","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DPH1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DQB1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DUBE","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DUCLOS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DUCLOS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"DZIP1L","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E28","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E31","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E31","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E34","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E34","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E34","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E70","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E70","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E74","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"E75","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ECTD5","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ECTD6","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ECTD8","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EDA","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EDAR","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EDARADD","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EGFR","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EGFR","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EGFR","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EIF4G1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ELAC2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ELKS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ELKS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ENDOMETRIAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ENO3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ENRICHED","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ENTERITIS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EP300","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EP300","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EP300","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EP300","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPCAM","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPCAM","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPCAM","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPCAM","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPHB2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPHB2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPHB2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPIDERMOLYTIC","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPITHELIAL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPITHELIAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPITHELIAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPITHELIAL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPPK1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EPSILON","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERBB2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERBB2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERBB2","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERBB2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERCC6","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERCC6","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ERCC6","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESOPHAGEAL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESOPHAGEAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESOPHAGEAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESOPHAGEAL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESR1","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESR1","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESR1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"ESR1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EVS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EVS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EVS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EVS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EXCESS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EXTRAMAMMARY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"EZH2","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"F10","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FACTOR","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FACTOR","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FACTOR","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FACTOR-LIKE","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAMILIAL","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAMILIAL","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAMILIAL","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAMILIAL","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAMILY","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAMILY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAP1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAP1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAP2","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FAP3","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FASLG","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FASLG","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FASLG","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FATTY","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FBXO7","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FCTCS","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FCTCS","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FCTCS","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FCTCS","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR2","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR2","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR2","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR2","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR3","","","","cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR3","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR3","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR3","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FGFR4","","","","cancer disease","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FH1","","","","cancer syndrome","cancer","","","","OMIM_SCRAPE_FALLBACK"
"FH1","","","","familial cancer","cancer","","","","OMIM_SCRAPE_FALLBACK"
