"Gene"
"GSTM4; glutathione S-transferase mu 4 [KO:K00799] [EC:2.5.1.18]"
"GSTM5; glutathione S-transferase mu 5 [KO:K00799] [EC:2.5.1.18]"
"GSTO1; glutathione S-transferase omega 1 [KO:K00799] [EC:2.5.1.18]"
"GSTO2; glutathione S-transferase omega 2 [KO:K00799] [EC:2.5.1.18]"
"GSTP1; glutathione S-transferase pi 1 [KO:K23790]"
"GSTT1; glutathione S-transferase theta 1 [KO:K00799] [EC:2.5.1.18]"
"GSTT2; glutathione S-transferase theta 2 (gene/pseudogene) [KO:K00799] [EC:2.5.1.18]"
"GSTT2B; glutathione S-transferase theta 2B [KO:K00799] [EC:2.5.1.18]"
"GSTT4; glutathione S-transferase theta 4 [KO:K00799] [EC:2.5.1.18]"
"GZMB; granzyme B [KO:K01353] [EC:3.4.21.79]"
"H3-3A; H3.3 histone A [KO:K11253]"
"H3-3B; H3.3 histone B [KO:K11253]"
"H3-4; H3.4 histone"
"H3-5; H3.5 histone [KO:K11253]"
"H3-7; H3.7 histone (putative) [KO:K11253]"
"H3C1; H3 clustered histone 1 [KO:K11253]"
"H3C10; H3 clustered histone 10 [KO:K11253]"
"H3C11; H3 clustered histone 11 [KO:K11253]"
"H3C12; H3 clustered histone 12 [KO:K11253]"
"H3C13; H3 clustered histone 13 [KO:K11253]"
"H3C14; H3 clustered histone 14 [KO:K11253]"
"H3C15; H3 clustered histone 15 [KO:K11253]"
"H3C2; H3 clustered histone 2 [KO:K11253]"
"H3C3; H3 clustered histone 3 [KO:K11253]"
"H3C4; H3 clustered histone 4 [KO:K11253]"
"H3C6; H3 clustered histone 6 [KO:K11253]"
"H3C7; H3 clustered histone 7 [KO:K11253]"
"H3C8; H3 clustered histone 8 [KO:K11253]"
"H3Y1; H3.Y histone 1 [KO:K11253]"
"H3Y2; H3.Y histone 2 [KO:K11253]"
"HBEGF; heparin binding EGF like growth factor [KO:K08523]"
"HCLS1; hematopoietic cell-specific Lyn substrate 1 [KO:K06106]"
"HDAC1; histone deacetylase 1 [KO:K06067] [EC:3.5.1.98]"
"HDAC2; histone deacetylase 2 [KO:K06067] [EC:3.5.1.98]"
"HDAC4; histone deacetylase 4 isoform 2 [KO:K11406] [EC:3.5.1.98]"
"HDAC5; histone deacetylase 5 isoform 1 [KO:K11406] [EC:3.5.1.98]"
"HES1; hes family bHLH transcription factor 1 [KO:K06054]"
"HES5; hes family bHLH transcription factor 5 [KO:K06055]"
"HEY1; hes related family bHLH transcription factor with YRPW motif 1 [KO:K09091]"
"HEY2; hes related family bHLH transcription factor with YRPW motif 2 [KO:K09091]"
"HEYL; hes related family bHLH transcription factor with YRPW motif like [KO:K09091]"
"HGF; hepatocyte growth factor [KO:K05460]"
"HHEX; hematopoietically expressed homeobox [KO:K08024]"
"HHIP; hedgehog interacting protein [KO:K06231]"
"HIF1A; hypoxia inducible factor 1 subunit alpha [KO:K08268]"
"HK1; hexokinase 1 [KO:K00844] [EC:2.7.1.1]"
"HK2; hexokinase 2 [KO:K00844] [EC:2.7.1.1]"
"HK3; hexokinase 3 [KO:K00844] [EC:2.7.1.1]"
"HKDC1; hexokinase domain containing 1 [KO:K00844] [EC:2.7.1.1]"
"HMGA2; high mobility group AT-hook 2 [KO:K09283]"
"HMGA2; high mobility group protein HMGI-C isoform a [KO:K09283]"
"HMOX1; heme oxygenase 1 [KO:K00510] [EC:1.14.14.18]"
"HNRNPK; heterogeneous nuclear ribonucleoprotein K isoform b [KO:K12886]"
"HOXA10; homeobox A10 [KO:K17443]"
"HOXA11; homeobox A11 [KO:K21951]"
"HOXA9; homeobox A9 [KO:K21950]"
"HOXD10; homeobox D10 [KO:K09295]"
"HOXD10; homeobox protein Hox-D10 [KO:K09295]"
"HPGD; 15-hydroxyprostaglandin dehydrogenase [KO:K00069] [EC:1.1.1.141]"
"HPSE; heparanase [KO:K07964] [EC:3.2.1.166]"
"HPSE2; heparanase 2 (inactive) [KO:K07965] [EC:3.2.1.-]"
"HRAS; GTPase HRas isoform 1 [KO:K02833]"
"HRAS; HRas proto-oncogene"
"HSP90AA1; heat shock protein 90 alpha family class A member 1 [KO:K04079]"
"HSP90AB1; heat shock protein 90 alpha family class B member 1 [KO:K04079]"
"HSP90B1; heat shock protein 90 beta family member 1 [KO:K09487]"
"HSPB2; heat shock protein family B (small) member 2 [KO:K09543]"
"HSPG2; heparan sulfate proteoglycan 2 [KO:K06255]"
"ID2; inhibitor of DNA binding 2 [KO:K17693]"
"IDH1; isocitrate dehydrogenase (NADP(+)) 1 [KO:K00031] [EC:1.1.1.42]"
"IDH2; isocitrate dehydrogenase (NADP(+)) 2 [KO:K00031] [EC:1.1.1.42]"
"IFNA1; interferon alpha 1 [KO:K05414]"
"IFNA10; interferon alpha 10 [KO:K05414]"
"IFNA13; interferon alpha 13 [KO:K05414]"
"IFNA14; interferon alpha 14 [KO:K05414]"
"IFNA16; interferon alpha 16 [KO:K05414]"
"IFNA17; interferon alpha 17 [KO:K05414]"
"IFNA2; interferon alpha 2 [KO:K05414]"
"IFNA21; interferon alpha 21 [KO:K05414]"
"IFNA4; interferon alpha 4 [KO:K05414]"
"IFNA5; interferon alpha 5 [KO:K05414]"
"IFNA6; interferon alpha 6 [KO:K05414]"
"IFNA7; interferon alpha 7 [KO:K05414]"
"IFNA8; interferon alpha 8 [KO:K05414]"
"IFNAR1; interferon alpha and beta receptor subunit 1 [KO:K05130]"
"IFNAR2; interferon alpha and beta receptor subunit 2 [KO:K05131]"
"IFNG; interferon gamma [KO:K04687]"
"IFNGR1; interferon gamma receptor 1 [KO:K05132]"
"IFNGR2; interferon gamma receptor 2 [KO:K05133]"
"IGF1; insulin like growth factor 1 [KO:K05459]"
"IGF1R; insulin like growth factor 1 receptor [KO:K05087] [EC:2.7.10.1]"
"IGF2; insulin like growth factor 2 [KO:K13769]"
"IGF2BP1; insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [KO:K17391]"
"IGFBP3; insulin like growth factor binding protein 3 [KO:K10138]"
"IGH; immunoglobulin heavy variable 4-38-2-like [KO:K06856]"
"IHH; Indian hedgehog signaling molecule [KO:K11989]"
"IKBKB; inhibitor of nuclear factor kappa B kinase subunit beta [KO:K07209] [EC:2.7.11.10]"
"IKBKB; inhibitor of nuclear factor kappa-B kinase subunit beta isoform 1 [KO:K07209] [EC:2.7.11.10]"
"IKBKG; inhibitor of nuclear factor kappa B kinase regulatory subunit gamma [KO:K07210]"
"IL12A; interleukin 12A [KO:K05406]"
"IL12B; interleukin 12B [KO:K05425]"
"IL12RB1; interleukin 12 receptor subunit beta 1 [KO:K05063]"
"IL12RB2; interleukin 12 receptor subunit beta 2 [KO:K05064]"
"IL13; interleukin 13 [KO:K05435]"
"IL13RA1; interleukin 13 receptor subunit alpha 1 [KO:K05076]"
"IL15; interleukin 15 [KO:K05433]"
"IL15RA; interleukin 15 receptor subunit alpha [KO:K05074]"
"IL1R2; interleukin 1 receptor type 2 [KO:K04387]"
"IL2; interleukin 2 [KO:K05429]"
"IL23A; interleukin 23 subunit alpha [KO:K05426]"
"IL23R; interleukin 23 receptor [KO:K05065]"
"IL2RA; interleukin 2 receptor subunit alpha [KO:K05068]"
"IL2RB; interleukin 2 receptor subunit beta [KO:K05069]"
"IL2RG; interleukin 2 receptor subunit gamma [KO:K05070]"
"IL3; interleukin 3 [KO:K04736]"
"IL3RA; interleukin 3 receptor subunit alpha [KO:K04737]"
"IL4; interleukin 4 [KO:K05430]"
"IL4R; interleukin 4 receptor [KO:K05071]"
"IL5; interleukin 5 [KO:K05428]"
"IL5RA; interleukin 5 receptor subunit alpha [KO:K05067]"
"IL6; interleukin 6 [KO:K05405]"
"IL6R; interleukin 6 receptor [KO:K05055]"
"IL6ST; interleukin 6 cytokine family signal transducer [KO:K05060]"
"IL7; interleukin 7 [KO:K05431]"
"IL7R; interleukin 7 receptor [KO:K05072]"
"ILK; integrin linked kinase [KO:K06272] [EC:2.7.11.1]"
"INS; insulin [KO:K04526]"
"INSRR; insulin receptor related receptor [KO:K05086] [EC:2.7.10.1]"
"IQGAP1; IQ motif containing GTPase activating protein 1 [KO:K16848]"
"IRS1; insulin receptor substrate 1 [KO:K16172]"
"IRS2; insulin receptor substrate 2 [KO:K07187]"
"ITGA2; integrin subunit alpha 2 [KO:K06481]"
"ITGA2B; integrin subunit alpha 2b [KO:K06476]"
"ITGA3; integrin subunit alpha 3 [KO:K06482]"
"ITGA5; integrin alpha-5 precursor [KO:K06484]"
"ITGA5; integrin subunit alpha 5 [KO:K06484]"
"ITGA6; integrin subunit alpha 6 [KO:K06485]"
"ITGAM; integrin subunit alpha M [KO:K06461]"
"ITGAV; integrin subunit alpha V [KO:K06487]"
"ITGB1; integrin subunit beta 1 [KO:K05719]"
"ITGB3; integrin beta-3 precursor [KO:K06493]"
"ITGB3; integrin subunit beta 3 [KO:K06493]"
"ITGB5; integrin subunit beta 5 [KO:K06588]"
"ITGB7; integrin subunit beta 7 [KO:K06590]"
"ITPR1; inositol 1"
"ITPR2; inositol 1"
"ITPR3; inositol 1"
"JAG1; jagged canonical Notch ligand 1 [KO:K06052]"
"JAG2; jagged canonical Notch ligand 2 [KO:K21635]"
"JAK1; Janus kinase 1 [KO:K11217] [EC:2.7.10.2]"
"JAK2; Janus kinase 2 [KO:K04447] [EC:2.7.10.2]"
"JAK3; Janus kinase 3 [KO:K11218] [EC:2.7.10.2]"
"JMJD1C; jumonji domain containing 1C [KO:K11449] [EC:1.14.11.-]"
"JMJD7-PLA2G4B; JMJD7-PLA2G4B readthrough [KO:K16342] [EC:3.1.1.4]"
"JUN; Jun proto-oncogene"
"JUP; junction plakoglobin [KO:K10056]"
"KDM6A; lysine demethylase 6A [KO:K11447] [EC:1.14.11.68]"
"KDR; kinase insert domain receptor [KO:K05098] [EC:2.7.10.1]"
"KEAP1; kelch like ECH associated protein 1 [KO:K10456]"
"KIF23; kinesin-like protein KIF23 isoform 1 [KO:K17387]"
"KIF5A; kinesin family member 5A [KO:K10396] [EC:5.6.1.3]"
"KIF5B; kinesin family member 5B [KO:K10396] [EC:5.6.1.3]"
"KIF5C; kinesin family member 5C [KO:K10396] [EC:5.6.1.3]"
"KIF7; kinesin family member 7 [KO:K18806]"
"KIT; KIT proto-oncogene"
"KITLG; KIT ligand [KO:K05461]"
"KLF3; KLF transcription factor 3 [KO:K15605]"
"KLK3; kallikrein related peptidase 3 [KO:K01351] [EC:3.4.21.77]"
"KMT2A; lysine methyltransferase 2A [KO:K09186] [EC:2.1.1.354]"
"KNG1; kininogen 1 [KO:K03898]"
"KRAS; GTPase KRas isoform a [KO:K07827]"
"KRAS; KRAS proto-oncogene"
"LAMA1; laminin subunit alpha 1 [KO:K05637]"
"LAMA2; laminin subunit alpha 2 [KO:K05637]"
"LAMA3; laminin subunit alpha 3 [KO:K06240]"
"LAMA4; laminin subunit alpha 4 [KO:K06241]"
"LAMA5; laminin subunit alpha 5 [KO:K06240]"
"LAMB1; laminin subunit beta 1 [KO:K05636]"
"LAMB2; laminin subunit beta 2 [KO:K06243]"
"LAMB3; laminin subunit beta 3 [KO:K06244]"
"LAMB4; laminin subunit beta 4 [KO:K06245]"
"LAMC1; laminin subunit gamma 1 [KO:K05635]"
"LAMC2; laminin subunit gamma 2 [KO:K06246]"
"LAMC3; laminin subunit gamma 3 [KO:K06247]"
"LAT; linker for activation of T cells [KO:K07362]"
"LCK; LCK proto-oncogene"
"LDB1; LIM domain binding 1 [KO:K15617]"
"LDHA; lactate dehydrogenase A [KO:K00016] [EC:1.1.1.27]"
"LDHAL6A; lactate dehydrogenase A like 6A [KO:K00016] [EC:1.1.1.27]"
"LDHAL6B; lactate dehydrogenase A like 6B [KO:K00016] [EC:1.1.1.27]"
"LDHB; lactate dehydrogenase B [KO:K00016] [EC:1.1.1.27]"
"LDHC; lactate dehydrogenase C [KO:K00016] [EC:1.1.1.27]"
"LEF1; lymphoid enhancer binding factor 1 [KO:K04492]"
"LMO2; LIM domain only 2 [KO:K15612]"
"LPAR1; lysophosphatidic acid receptor 1 [KO:K04289]"
"LPAR2; lysophosphatidic acid receptor 2 [KO:K04291]"
"LPAR3; lysophosphatidic acid receptor 3 [KO:K04294]"
"LPAR4; lysophosphatidic acid receptor 4 [KO:K04275]"
"LPAR5; lysophosphatidic acid receptor 5 [KO:K08390]"
"LPAR6; lysophosphatidic acid receptor 6 [KO:K04273]"
"LRP5; LDL receptor related protein 5 [KO:K03068]"
"LRP6; LDL receptor related protein 6 [KO:K03068]"
"LUM; lumican [KO:K08122]"
"LYL1; LYL1 basic helix-loop-helix family member [KO:K15604]"
"LYPLA1; lysophospholipase 1 [KO:K06128] [EC:3.1.1.5]"
"MAF; MAF bZIP transcription factor [KO:K09035]"
"MAP2K1; dual specificity mitogen-activated protein kinase kinase 1 isoform 1 [KO:K04368] [EC:2.7.12.2]"
"MAP2K1; mitogen-activated protein kinase kinase 1 [KO:K04368] [EC:2.7.12.2]"
"MAP2K2; dual specificity mitogen-activated protein kinase kinase 2 isoform 1 [KO:K04369] [EC:2.7.12.2]"
"MAP2K2; mitogen-activated protein kinase kinase 2 [KO:K04369] [EC:2.7.12.2]"
"MAP2K3; mitogen-activated protein kinase kinase 3 [KO:K04432] [EC:2.7.12.2]"
"MAP2K6; mitogen-activated protein kinase kinase 6 [KO:K04433] [EC:2.7.12.2]"
"MAP3K3; mitogen-activated protein kinase kinase kinase 3 [KO:K04421] [EC:2.7.11.25]"
"MAPK1; mitogen-activated protein kinase 1 [KO:K04371] [EC:2.7.11.24]"
"MAPK10; mitogen-activated protein kinase 10 [KO:K04440] [EC:2.7.11.24]"
"MAPK11; mitogen-activated protein kinase 11 [KO:K04441] [EC:2.7.11.24]"
"MAPK12; mitogen-activated protein kinase 12 [KO:K04441] [EC:2.7.11.24]"
"MAPK13; mitogen-activated protein kinase 13 [KO:K04441] [EC:2.7.11.24]"
"MAPK14; mitogen-activated protein kinase 14 [KO:K04441] [EC:2.7.11.24]"
"MAPK3; mitogen-activated protein kinase 3 [KO:K04371] [EC:2.7.11.24]"
"MAPK3; mitogen-activated protein kinase 3 isoform 1 [KO:K04371] [EC:2.7.11.24]"
"MAPK7; mitogen-activated protein kinase 7 isoform 1 [KO:K04464] [EC:2.7.11.24]"
"MAPK8; mitogen-activated protein kinase 8 [KO:K04440] [EC:2.7.11.24]"
"MAPK9; mitogen-activated protein kinase 9 [KO:K04440] [EC:2.7.11.24]"
"MARCKS; myristoylated alanine-rich C-kinase substrate [KO:K12561]"
"MAX; MYC associated factor X [KO:K04453]"
"MCL1; induced myeloid leukemia cell differentiation protein Mcl-1 isoform 1 [KO:K02539]"
"MDM2; E3 ubiquitin-protein ligase Mdm2 isoform 2 [KO:K06643] [EC:2.3.2.27]"
"MDM2; MDM2 proto-oncogene [KO:K06643] [EC:2.3.2.27]"
"MDM4; protein Mdm4 isoform 1 [KO:K10127]"
"MECOM; MDS1 and EVI1 complex locus [KO:K04462] [EC:2.1.1.367]"
"MEF2C; myocyte enhancer factor 2C [KO:K04454]"
"MEIS1; Meis homeobox 1 [KO:K15613]"
"MEN1; menin 1 [KO:K14970]"
"MET; hepatocyte growth factor receptor isoform b preproprotein [KO:K05099] [EC:2.7.10.1]"
"MET; MET proto-oncogene"
"MGST1; microsomal glutathione S-transferase 1 [KO:K00799] [EC:2.5.1.18]"
"MGST2; microsomal glutathione S-transferase 2 [KO:K00799] [EC:2.5.1.18]"
"MGST3; microsomal glutathione S-transferase 3 [KO:K00799] [EC:2.5.1.18]"
"MIR1-1; hsa-miR-1-5p [KO:K16972]"
"MIR1-2; hsa-miR-1-3p [KO:K16972]"
"MIR100; hsa-miR-100-3p [KO:K17041]"
"MIR101-1; hsa-miR-101-3p [KO:K17129]"
"MIR101-2; hsa-miR-101-2-5p [KO:K17129]"
"MIR103A1; hsa-miR-103a-3p [KO:K16989]"
"MIR103A2; hsa-miR-103a-2-5p [KO:K16989]"
"MIR103B1; hsa-miR-103b [KO:K16989]"
"MIR103B2; hsa-miR-103b [KO:K16989]"
"MIR106A; hsa-miR-106a-3p [KO:K17034]"
"MIR106B; hsa-miR-106b-3p [KO:K17034]"
"MIR107; hsa-miR-107 [KO:K17396]"
"MIR10A; hsa-miR-10a-3p [KO:K16864]"
"MIR10A; microRNA 10a [KO:K16864]"
"MIR10B; hsa-miR-10b-5p [KO:K16864]"
"MIR10B; microRNA 10b [KO:K16864]"
"MIR122; hsa-miR-122-5p [KO:K17020]"
"MIR124-1; hsa-miR-124-3p [KO:K17126]"
"MIR124-2; hsa-miR-124-5p [KO:K17126]"
"MIR124-3; hsa-miR-124-5p [KO:K17126]"
"MIR125A; hsa-miR-125a-5p [KO:K16993]"
"MIR125B1; hsa-miR-125b-1-3p [KO:K16993]"
"MIR125B2; hsa-miR-125b-5p [KO:K16993]"
"MIR126; hsa-miR-126-5p [KO:K16978]"
"MIR128-1; hsa-miR-128-1-5p [KO:K17130]"
"MIR128-2; hsa-miR-128-2-5p [KO:K17130]"
"MIR129-1; hsa-miR-129-5p [KO:K17368]"
"MIR129-2; hsa-miR-129-5p [KO:K17368]"
"MIR133A1; hsa-miR-133a-3p [KO:K16970]"
"MIR133A2; hsa-miR-133a-5p [KO:K16970]"
"MIR133B; hsa-miR-133b [KO:K16970]"
"MIR135A1; hsa-miR-135a-3p [KO:K17144]"
"MIR135A2; hsa-miR-135a-5p [KO:K17144]"
"MIR135B; hsa-miR-135b-3p [KO:K17144]"
"MIR137; hsa-miR-137-3p [KO:K17369]"
"MIR141; hsa-miR-141-5p [KO:K17018]"
"MIR143; hsa-miR-143-5p [KO:K17023]"
"MIR145; hsa-miR-145-5p [KO:K16974]"
"MIR146A; hsa-miR-146a-5p [KO:K17012]"
"MIR146B; hsa-miR-146b-5p [KO:K17012]"
"MIR150; hsa-miR-150-3p [KO:K17024]"
"MIR152; hsa-miR-152-3p [KO:K17370]"
"MIR155; hsa-miR-155-5p [KO:K17009]"
"MIR15A; hsa-miR-15a-3p [KO:K16986]"
"MIR15B; hsa-miR-15b-5p [KO:K16986]"
"MIR16-1; hsa-miR-16-1-3p [KO:K16988]"
"MIR16-2; hsa-miR-16-5p [KO:K16988]"
"MIR17; hsa-miR-17-5p [KO:K17002]"
"MIR181A1; hsa-miR-181a-3p [KO:K17025]"
"MIR181A2; hsa-miR-181a-5p [KO:K17025]"
"MIR181B1; hsa-miR-181b-3p [KO:K17025]"
"MIR181B2; hsa-miR-181b-5p [KO:K17025]"
"MIR181C; hsa-miR-181c-5p [KO:K17025]"
"MIR181D; hsa-miR-181d-5p [KO:K17025]"
"MIR183; hsa-miR-183-3p [KO:K17116]"
"MIR18A; hsa-miR-18a-5p [KO:K17003]"
"MIR18B; hsa-miR-18b-3p [KO:K17003]"
"MIR192; hsa-miR-192-3p [KO:K17131]"
"MIR193B; hsa-miR-193b-5p [KO:K17148]"
"MIR194-1; hsa-miR-194-5p [KO:K17371]"
"MIR194-2; hsa-miR-194-3p [KO:K17371]"
"MIR195; hsa-miR-195-3p [KO:K17029]"
"MIR199A1; hsa-miR-199a-3p [KO:K17118]"
"MIR199A2; hsa-miR-199a-3p [KO:K17118]"
"MIR199B; hsa-miR-199b-3p [KO:K17118]"
"MIR19A; hsa-miR-19a-5p [KO:K17005]"
"MIR19B1; hsa-miR-19b-1-5p [KO:K17005]"
"MIR19B2; hsa-miR-19b-3p [KO:K17005]"
"MIR200A; hsa-miR-200a-5p [KO:K17015]"
"MIR200B; hsa-miR-200b-5p [KO:K17015]"
"MIR200C; hsa-miR-200c-5p [KO:K17015]"
"MIR203A; hsa-miR-203a-5p [KO:K16975]"
"MIR203B; hsa-miR-203b-3p [KO:K16975]"
"MIR205; hsa-miR-205-5p [KO:K17150]"
"MIR206; hsa-miR-206 [KO:K16973]"
"MIR20A; hsa-miR-20a-5p [KO:K17006]"
"MIR20B; hsa-miR-20b-3p [KO:K17006]"
"MIR21; hsa-miR-21-5p [KO:K16863]"
"MIR21; microRNA 21 [KO:K16863]"
"MIR210; hsa-miR-210-3p [KO:K17178]"
"MIR214; hsa-miR-214-3p [KO:K17151]"
"MIR215; hsa-miR-215-3p [KO:K17167]"
"MIR221; hsa-miR-221-3p [KO:K17010]"
"MIR222; hsa-miR-222-3p [KO:K17011]"
"MIR223; hsa-miR-223-5p [KO:K17001]"
"MIR224; hsa-miR-224-3p [KO:K17042]"
"MIR23A; hsa-miR-23a-3p [KO:K17165]"
"MIR23B; hsa-miR-23b-5p [KO:K17165]"
"MIR23C; hsa-miR-23c [KO:K17165]"
"MIR25; hsa-miR-25-3p [KO:K17038]"
"MIR26A1; hsa-miR-26a-5p [KO:K16984]"
"MIR26A2; hsa-miR-26a-2-3p [KO:K16984]"
"MIR26B; hsa-miR-26b-5p [KO:K16984]"
"MIR27A; hsa-miR-27a-3p [KO:K17112]"
"MIR27B; hsa-miR-27b-5p [KO:K17112]"
"MIR28; hsa-miR-28-5p [KO:K17366]"
"MIR29A; hsa-miR-29a-3p [KO:K16995]"
"MIR29B1; hsa-miR-29b-3p [KO:K16995]"
"MIR29B2; hsa-miR-29b-3p [KO:K16995]"
"MIR29C; hsa-miR-29c-3p [KO:K16995]"
"MIR30A; hsa-miR-30a-3p [KO:K17110]"
"MIR30B; hsa-miR-30b-3p [KO:K17110]"
"MIR30C1; hsa-miR-30c-5p [KO:K17110]"
"MIR30C2; hsa-miR-30c-2-3p [KO:K17110]"
"MIR30D; hsa-miR-30d-3p [KO:K17110]"
"MIR30E; hsa-miR-30e-5p [KO:K17110]"
"MIR31; hsa-miR-31-3p [KO:K17183]"
"MIR3184; hsa-miR-3184-3p [KO:K17376]"
"MIR32; hsa-miR-32-3p [KO:K17039]"
"MIR324; hsa-miR-324-3p [KO:K17152]"
"MIR326; hsa-miR-326 [KO:K17372]"
"MIR330; hsa-miR-330-3p [KO:K17373]"
"MIR331; hsa-miR-331-5p [KO:K17374]"
"MIR335; hsa-miR-335-5p [KO:K17033]"
"MIR342; hsa-miR-342-5p [KO:K17132]"
"MIR345; hsa-miR-345-5p [KO:K17375]"
"MIR34A; hsa-miR-34a-3p [KO:K16982]"
"MIR34B; hsa-miR-34b-5p [KO:K16982]"
"MIR34C; hsa-miR-34c-5p [KO:K16982]"
"MIR3529; hsa-miR-3529-3p [KO:K17365]"
"MIR3591; hsa-miR-3591-3p [KO:K17020]"
"MIR363; hsa-miR-363-3p [KO:K17036]"
"MIR373; hsa-miR-373-5p [KO:K17000]"
"MIR375; hsa-miR-375-3p [KO:K16976]"
"MIR423; hsa-miR-423-5p [KO:K17376]"
"MIR449A; hsa-miR-449a [KO:K17377]"
"MIR449B; hsa-miR-449b-3p [KO:K17377]"
"MIR449C; hsa-miR-449c-3p [KO:K17377]"
"MIR451A; hsa-miR-451a [KO:K17172]"
"MIR483; hsa-miR-483-3p [KO:K17137]"
"MIR494; hsa-miR-494-5p [KO:K17378]"
"MIR520A; hsa-miR-520a-5p [KO:K17175]"
"MIR520B; hsa-miR-520b-5p [KO:K17175]"
"MIR520C; hsa-miR-520c-5p [KO:K17175]"
"MIR520E; hsa-miR-520e-5p [KO:K17175]"
"MIR520G; hsa-miR-520g-5p [KO:K17175]"
"MIR520H; hsa-miR-520h [KO:K17175]"
"MIR602; hsa-miR-602 [KO:K17379]"
"MIR615; hsa-miR-615-5p [KO:K17380]"
"MIR625; hsa-miR-625-5p [KO:K17381]"
"MIR7-1; hsa-miR-7-1-3p [KO:K17365]"
"MIR7-2; hsa-miR-7-5p [KO:K17365]"
"MIR7-3; hsa-miR-7-5p [KO:K17365]"
"MIR9-1; hsa-miR-9-3p [KO:K16977]"
"MIR9-2; hsa-miR-9-3p [KO:K16977]"
"MIR9-3; hsa-miR-9-5p [KO:K16977]"
"MIR92A1; hsa-miR-92a-1-5p [KO:K17008]"
"MIR92A2; hsa-miR-92a-3p [KO:K17008]"
"MIR96; hsa-miR-96-3p [KO:K17114]"
"MIR98; hsa-miR-98-3p [KO:K16980]"
"MIR99A; hsa-miR-99a-5p [KO:K17367]"
"MIR99B; hsa-miR-99b-5p [KO:K17367]"
"MIRLET7A1; hsa-let-7a-5p [KO:K16980]"
"MIRLET7A2; hsa-let-7a-2-3p [KO:K16980]"
"MIRLET7A3; hsa-let-7a-5p [KO:K16980]"
"MIRLET7B; hsa-let-7b-5p [KO:K16980]"
"MIRLET7C; hsa-let-7c-5p [KO:K16980]"
"MIRLET7D; hsa-let-7d-5p [KO:K16980]"
"MIRLET7E; hsa-let-7e-5p [KO:K16980]"
"MIRLET7F1; hsa-let-7f-5p [KO:K16980]"
"MIRLET7F2; hsa-let-7f-2-3p [KO:K16980]"
"MIRLET7G; hsa-let-7g-3p [KO:K16980]"
"MIRLET7I; hsa-let-7i-5p [KO:K16980]"
"MITF; melanocyte inducing transcription factor [KO:K09455]"
"MLF1; myeloid leukemia factor 1 [KO:K15622]"
"MLH1; mutL homolog 1 [KO:K08734]"
"MLLT1; MLLT1 super elongation complex subunit [KO:K15187]"
"MLLT3; MLLT3 super elongation complex subunit [KO:K15187]"
"MMP1; matrix metallopeptidase 1 [KO:K01388] [EC:3.4.24.7]"
"MMP16; matrix metalloproteinase-16 precursor [KO:K07996] [EC:3.4.24.-]"
"MMP2; matrix metallopeptidase 2 [KO:K01398] [EC:3.4.24.24]"
"MMP3; matrix metallopeptidase 3 [KO:K01394] [EC:3.4.24.17]"
"MMP9; matrix metallopeptidase 9 [KO:K01403] [EC:3.4.24.35]"
"MMP9; matrix metalloproteinase-9 preproprotein [KO:K01403] [EC:3.4.24.35]"
"MPO; myeloperoxidase [KO:K10789] [EC:1.11.2.2]"
"MRAS; muscle RAS oncogene homolog [KO:K07831]"
"MSH2; mutS homolog 2 [KO:K08735]"
"MSH3; mutS homolog 3 [KO:K08736]"
"MSH6; mutS homolog 6 [KO:K08737]"
"MSN; moesin [KO:K05763]"
"MTOR; mechanistic target of rapamycin kinase [KO:K07203] [EC:2.7.11.1]"
"MTOR; serine/threonine-protein kinase mTOR isoform 1 [KO:K07203] [EC:2.7.11.1]"
"MUC2; mucin 2"
"MYC; MYC proto-oncogene"
"MYC; myc proto-oncogene protein isoform 1 [KO:K04377]"
"MYCN; MYCN proto-oncogene"
"MYD88; MYD88 innate immune signal transduction adaptor [KO:K04729]"
"NANOG; Nanog homeobox [KO:K10164]"
"NANOGP8; Nanog homeobox retrogene P8 [KO:K10164]"
"NCOA1; nuclear receptor coactivator 1 [KO:K09101] [EC:2.3.1.48]"
"NCOA3; nuclear receptor coactivator 3 [KO:K11256] [EC:2.3.1.48]"
"NCOA4; nuclear receptor coactivator 4 [KO:K09289]"
"NCOR1; nuclear receptor corepressor 1 [KO:K04650]"
"NFATC1; nuclear factor of activated T cells 1 [KO:K04446]"
"NFATC2; nuclear factor of activated T cells 2 [KO:K17332]"
"NFATC3; nuclear factor of activated T cells 3 [KO:K17333]"
"NFE2L2; NFE2 like bZIP transcription factor 2 [KO:K05638]"
"NFKB1; nuclear factor kappa B subunit 1 [KO:K02580]"
"NFKB1; nuclear factor NF-kappa-B p105 subunit isoform 2 proprotein [KO:K02580]"
"NFKB2; nuclear factor kappa B subunit 2 [KO:K04469]"
"NFKBIA; NFKB inhibitor alpha [KO:K04734]"
"NFKBIB; NFKB inhibitor beta [KO:K02581]"
"NFKBIE; NFKB inhibitor epsilon [KO:K05872]"
"NFKBIZ; NFKB inhibitor zeta [KO:K14242]"
"NGFR; nerve growth factor receptor [KO:K02583]"
"NKX3-1; NK3 homeobox 1 [KO:K09348]"
"NOS2; nitric oxide synthase 2 [KO:K13241] [EC:1.14.13.39]"
"NOTCH1; neurogenic locus notch homolog protein 1 preproprotein [KO:K02599]"
"NOTCH1; notch receptor 1 [KO:K02599]"
