"Phenotype","Pathway_ID","Pathway_Name","KEGG_Gene_ID","Gene","Source"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:25","ABL1; ABL proto-oncogene 1","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:107","ADCY1; adenylate cyclase 1 [KO:K08041] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:108","ADCY2; adenylate cyclase 2 [KO:K08042] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:109","ADCY3; adenylate cyclase 3 [KO:K08043] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:196883","ADCY4; adenylate cyclase 4 [KO:K08044] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:111","ADCY5; adenylate cyclase 5 [KO:K08045] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:112","ADCY6; adenylate cyclase 6 [KO:K08046] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:113","ADCY7; adenylate cyclase 7 [KO:K08047] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:114","ADCY8; adenylate cyclase 8 [KO:K08048] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:115","ADCY9; adenylate cyclase 9 [KO:K08049] [EC:4.6.1.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:183","AGT; angiotensinogen [KO:K09821]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:185","AGTR1; angiotensin II receptor type 1 [KO:K04166]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:207","AKT1; AKT serine/threonine kinase 1 [KO:K04456] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:208","AKT2; AKT serine/threonine kinase 2 [KO:K04456] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:10000","AKT3; AKT serine/threonine kinase 3 [KO:K04456] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:238","ALK; ALK receptor tyrosine kinase [KO:K05119] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:317","APAF1; apoptotic peptidase activating factor 1 [KO:K02084]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:324","APC; APC regulator of WNT signaling pathway [KO:K02085]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:10297","APC2; APC regulator of WNT signaling pathway 2 [KO:K02085]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:26060","APPL1; adaptor protein","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:367","AR; androgen receptor [KO:K08557]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:369","ARAF; A-Raf proto-oncogene","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:9138","ARHGEF1; Rho guanine nucleotide exchange factor 1 [KO:K12330]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:9826","ARHGEF11; Rho guanine nucleotide exchange factor 11 [KO:K12331]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:23365","ARHGEF12; Rho guanine nucleotide exchange factor 12 [KO:K07532]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:405","ARNT; aryl hydrocarbon receptor nuclear translocator [KO:K09097]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:9915","ARNT2; aryl hydrocarbon receptor nuclear translocator 2 [KO:K15589]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8312","AXIN1; axin 1 [KO:K02157]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8313","AXIN2; axin 2 [KO:K04385]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:572","BAD; BCL2 associated agonist of cell death [KO:K02158]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:578","BAK1; BCL2 antagonist/killer 1 [KO:K14021]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:581","BAX; BCL2 associated X","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:27113","BBC3; BCL2 binding component 3 [KO:K10132]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:596","BCL2; BCL2 apoptosis regulator [KO:K02161]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:598","BCL2L1; BCL2 like 1 [KO:K04570]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:10018","BCL2L11; BCL2 like 11 [KO:K16341]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:613","BCR; BCR activator of RhoGEF and GTPase [KO:K08878] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:623","BDKRB1; bradykinin receptor B1 [KO:K03915]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:624","BDKRB2; bradykinin receptor B2 [KO:K03916]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:637","BID; BH3 interacting domain death agonist [KO:K04726]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:329","BIRC2; baculoviral IAP repeat containing 2 [KO:K16060]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:330","BIRC3; baculoviral IAP repeat containing 3 [KO:K16060]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:332","BIRC5; baculoviral IAP repeat containing 5 [KO:K08731]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:79444","BIRC7; baculoviral IAP repeat containing 7 [KO:K16061]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:650","BMP2; bone morphogenetic protein 2 [KO:K21283]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:652","BMP4; bone morphogenetic protein 4 [KO:K04662]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:673","BRAF; B-Raf proto-oncogene","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:675","BRCA2; BRCA2 DNA repair associated [KO:K08775]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:801","CALM1; calmodulin 1 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:805","CALM2; calmodulin 2 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:808","CALM3; calmodulin 3 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:810","CALML3; calmodulin like 3 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:91860","CALML4; calmodulin like 4 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:51806","CALML5; calmodulin like 5 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:163688","CALML6; calmodulin like 6 [KO:K02183]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:815","CAMK2A; calcium/calmodulin dependent protein kinase II alpha [KO:K04515] [EC:2.7.11.17]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:816","CAMK2B; calcium/calmodulin dependent protein kinase II beta [KO:K04515] [EC:2.7.11.17]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:817","CAMK2D; calcium/calmodulin dependent protein kinase II delta [KO:K04515] [EC:2.7.11.17]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:818","CAMK2G; calcium/calmodulin dependent protein kinase II gamma [KO:K04515] [EC:2.7.11.17]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:836","CASP3; caspase 3 [KO:K02187] [EC:3.4.22.56]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:840","CASP7; caspase 7 [KO:K04397] [EC:3.4.22.60]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:841","CASP8; caspase 8 [KO:K04398] [EC:3.4.22.61]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:842","CASP9; caspase 9 [KO:K04399] [EC:3.4.22.62]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:867","CBL; Cbl proto-oncogene [KO:K04707] [EC:2.3.2.27]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8030","CCDC6; coiled-coil domain containing 6 [KO:K09288]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8900","CCNA1; cyclin A1 [KO:K06627]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:890","CCNA2; cyclin A2 [KO:K06627]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:595","CCND1; cyclin D1 [KO:K04503]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:894","CCND2; cyclin D2 [KO:K10151]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:896","CCND3; cyclin D3 [KO:K10152]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:898","CCNE1; cyclin E1 [KO:K06626]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:9134","CCNE2; cyclin E2 [KO:K06626]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:998","CDC42; cell division cycle 42 [KO:K04393]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:999","CDH1; cadherin 1 [KO:K05689]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1017","CDK2; cyclin dependent kinase 2 [KO:K02206] [EC:2.7.11.22]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1019","CDK4; cyclin dependent kinase 4 [KO:K02089] [EC:2.7.11.22]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1021","CDK6; cyclin dependent kinase 6 [KO:K02091] [EC:2.7.11.22]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1026","CDKN1A; cyclin dependent kinase inhibitor 1A [KO:K06625]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1027","CDKN1B; cyclin dependent kinase inhibitor 1B [KO:K06624]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1029","CDKN2A; cyclin dependent kinase inhibitor 2A [KO:K06621]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1030","CDKN2B; cyclin dependent kinase inhibitor 2B [KO:K04685]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1050","CEBPA; CCAAT enhancer binding protein alpha [KO:K09055]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1147","CHUK; component of inhibitor of nuclear factor kappa B kinase complex [KO:K04467] [EC:2.7.11.10]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1163","CKS1B; CDC28 protein kinase regulatory subunit 1B [KO:K02219]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1164","CKS2; CDC28 protein kinase regulatory subunit 2 [KO:K02219]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1282","COL4A1; collagen type IV alpha 1 chain [KO:K06237]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1284","COL4A2; collagen type IV alpha 2 chain [KO:K06237]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1285","COL4A3; collagen type IV alpha 3 chain [KO:K06237]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1286","COL4A4; collagen type IV alpha 4 chain [KO:K06237]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1287","COL4A5; collagen type IV alpha 5 chain [KO:K06237]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1288","COL4A6; collagen type IV alpha 6 chain [KO:K06237]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1387","CREBBP; CREB binding protein [KO:K04498] [EC:2.3.1.48]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1398","CRK; CRK proto-oncogene","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1399","CRKL; CRK like proto-oncogene","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1436","CSF1R; colony stimulating factor 1 receptor [KO:K05090] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1438","CSF2RA; colony stimulating factor 2 receptor subunit alpha [KO:K05066]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1439","CSF2RB; colony stimulating factor 2 receptor subunit beta [KO:K04738]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1441","CSF3R; colony stimulating factor 3 receptor [KO:K05061]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1487","CTBP1; C-terminal binding protein 1 [KO:K04496] [EC:1.1.1.428]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1488","CTBP2; C-terminal binding protein 2 [KO:K04496] [EC:1.1.1.428]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1495","CTNNA1; catenin alpha 1 [KO:K05691]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1496","CTNNA2; catenin alpha 2 [KO:K05691]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:29119","CTNNA3; catenin alpha 3 [KO:K05691]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1499","CTNNB1; catenin beta 1 [KO:K02105]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8454","CUL1; cullin 1 [KO:K03347]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8453","CUL2; cullin 2 [KO:K03870]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:6387","CXCL12; C-X-C motif chemokine ligand 12 [KO:K10031]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:3576","CXCL8; C-X-C motif chemokine ligand 8 [KO:K10030]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:7852","CXCR4; C-X-C motif chemokine receptor 4 [KO:K04189]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:54205","CYCS; cytochrome c","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1612","DAPK1; death associated protein kinase 1 [KO:K08803] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:23604","DAPK2; death associated protein kinase 2 [KO:K08803] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1613","DAPK3; death associated protein kinase 3 [KO:K08803] [EC:2.7.11.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1630","DCC; DCC netrin 1 receptor [KO:K06765]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1643","DDB2; damage specific DNA binding protein 2 [KO:K10140]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:28514","DLL1; delta like canonical Notch ligand 1 [KO:K06051]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:10683","DLL3; delta like canonical Notch ligand 3 [KO:K06051]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:54567","DLL4; delta like canonical Notch ligand 4 [KO:K06051]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1855","DVL1; dishevelled segment polarity protein 1 [KO:K02353]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1856","DVL2; dishevelled segment polarity protein 2 [KO:K02353]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1857","DVL3; dishevelled segment polarity protein 3 [KO:K02353]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1869","E2F1; E2F transcription factor 1 [KO:K17454]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1870","E2F2; E2F transcription factor 2 [KO:K09389]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1871","E2F3; E2F transcription factor 3 [KO:K06620]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1906","EDN1; endothelin 1 [KO:K16366]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1909","EDNRA; endothelin receptor type A [KO:K04197]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1910","EDNRB; endothelin receptor type B [KO:K04198]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1950","EGF; epidermal growth factor [KO:K04357]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:1956","EGFR; epidermal growth factor receptor [KO:K04361] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:54583","EGLN1; egl-9 family hypoxia inducible factor 1 [KO:K09592] [EC:1.14.11.29]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:112398","EGLN2; egl-9 family hypoxia inducible factor 2 [KO:K09592] [EC:1.14.11.29]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:112399","EGLN3; egl-9 family hypoxia inducible factor 3 [KO:K09592] [EC:1.14.11.29]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2002","ELK1; ETS transcription factor ELK1 [KO:K04375]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:6923","ELOB; elongin B [KO:K03873]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:6921","ELOC; elongin C [KO:K03872]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:27436","EML4; EMAP like 4 [KO:K15420]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2033","EP300; E1A binding protein p300 [KO:K04498] [EC:2.3.1.48]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2034","EPAS1; endothelial PAS domain protein 1 [KO:K09095]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2056","EPO; erythropoietin [KO:K05437]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2057","EPOR; erythropoietin receptor [KO:K05079]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2064","ERBB2; erb-b2 receptor tyrosine kinase 2 [KO:K05083] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2099","ESR1; estrogen receptor 1 [KO:K08550]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2100","ESR2; estrogen receptor 2 [KO:K08551]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2113","ETS1; ETS proto-oncogene 1","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2147","F2; coagulation factor II","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2149","F2R; coagulation factor II thrombin receptor [KO:K03914]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:9002","F2RL3; F2R like thrombin or trypsin receptor 3 [KO:K04236]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8772","FADD; Fas associated via death domain [KO:K02373]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:355","FAS; Fas cell surface death receptor [KO:K04390]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:356","FASLG; Fas ligand [KO:K04389]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2246","FGF1; fibroblast growth factor 1 [KO:K18496]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2255","FGF10; fibroblast growth factor 10 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8823","FGF16; fibroblast growth factor 16 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8822","FGF17; fibroblast growth factor 17 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8817","FGF18; fibroblast growth factor 18 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:9965","FGF19; fibroblast growth factor 19 [KO:K22603]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2247","FGF2; fibroblast growth factor 2 [KO:K18497]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:26281","FGF20; fibroblast growth factor 20 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:26291","FGF21; fibroblast growth factor 21 [KO:K22429]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:27006","FGF22; fibroblast growth factor 22 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8074","FGF23; fibroblast growth factor 23 [KO:K22428]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2248","FGF3; fibroblast growth factor 3 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2249","FGF4; fibroblast growth factor 4 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2250","FGF5; fibroblast growth factor 5 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2251","FGF6; fibroblast growth factor 6 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2252","FGF7; fibroblast growth factor 7 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2253","FGF8; fibroblast growth factor 8 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2254","FGF9; fibroblast growth factor 9 [KO:K04358]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2260","FGFR1; fibroblast growth factor receptor 1 [KO:K04362] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2263","FGFR2; fibroblast growth factor receptor 2 [KO:K05093] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2261","FGFR3; fibroblast growth factor receptor 3 [KO:K05094] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2264","FGFR4; fibroblast growth factor receptor 4 [KO:K05095] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2271","FH; fumarate hydratase [KO:K01679] [EC:4.2.1.2]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2322","FLT3; fms related receptor tyrosine kinase 3 [KO:K05092] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2323","FLT3LG; fms related receptor tyrosine kinase 3 ligand [KO:K05454]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2324","FLT4; fms related receptor tyrosine kinase 4 [KO:K05097] [EC:2.7.10.1]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2335","FN1; fibronectin 1 [KO:K05717]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2353","FOS; Fos proto-oncogene","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2308","FOXO1; forkhead box O1 [KO:K07201]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:10023","FRAT1; FRAT regulator of WNT signaling pathway 1 [KO:K03069]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:23401","FRAT2; FRAT regulator of WNT signaling pathway 2 [KO:K03096]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8321","FZD1; frizzled class receptor 1 [KO:K02432]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:11211","FZD10; frizzled class receptor 10 [KO:K02842]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:2535","FZD2; frizzled class receptor 2 [KO:K02235]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:7976","FZD3; frizzled class receptor 3 [KO:K02329]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8322","FZD4; frizzled class receptor 4 [KO:K02354]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:7855","FZD5; frizzled class receptor 5 [KO:K02375]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8323","FZD6; frizzled class receptor 6 [KO:K02376]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8324","FZD7; frizzled class receptor 7 [KO:K02432]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8325","FZD8; frizzled class receptor 8 [KO:K02375]","KEGG"
"cancer","hsa05200","Pathways in cancer - Homo sapiens (human)","hsa:8326","FZD9; frizzled class receptor 9 [KO:K02842]","KEGG"
