"Gene_Symbol","Gene_Name","MIM_Number","Entry_Title","Search_Term","Phenotype_Map","Inheritance","Entrez_GeneIDs","Ensembl_IDs","Source"
"SNOMEDCT","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNOMEDCT","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNOMEDCT","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNOMEDCT","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SNOMEDCT","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SODIUM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SODIUM","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SODIUM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SOLUTE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SOLUTE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SOLUTE","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPINOCEREBELLAR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPINOCEREBELLAR","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPINOCEREBELLAR","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPLENOMEGALY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPTAN1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPTAN1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPTBN2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPTBN2","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SPTBN2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SQOR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SQORD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ST3GAL3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ST3GAL3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STEROID","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STIM1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STORMORKEN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STRMK","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STUB1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STUB1","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STUB1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STXBP1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"STXBP1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBCORTICAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBCORTICAL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBCORTICAL","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBCORTICAL","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBFAMILY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBFAMILY","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBUNIT","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBUNIT","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBUNIT","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUBUNIT","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUCLA2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUCLG1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SULFIDE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUSCEPTIBILITY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUSCEPTIBILITY","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUSCEPTIBILITY","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUSCEPTIBILITY","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SUSCEPTIBILITY","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SV2A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SV2A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SYNJ1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SYNJ1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SYNTHASE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SYRINGOMYELIA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SYSTEMIC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SYSTEMIC","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SZT2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"SZT2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TAF1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TAF1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TAMM41","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TAMM41","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TARS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TARS2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TBC1D24","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TBC1D24","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TBP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TBP","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TBP","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TEFM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TEFM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TELANGIECTASIA","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TELANGIECTASIA","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TEMPORAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TEMPORAL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TERMINAL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TERMINAL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TERMINAL","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TERMINAL","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TESTICULAR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TFAM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGFB2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGFB3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGFBR1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGFBR2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGM6","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGM6","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TGM6","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"THAP1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"THAP1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"THAP11","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"THAP11","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"THAP11","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TIMELESS","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TIMM22","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TIMM22","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TK2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM151A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM151A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM240","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM240","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM240","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM63B","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TMEM63B","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TNF","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TNF","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TNF","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TNF","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TNF","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TOR1A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TOR1A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TPH2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TPH2","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TPH2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRAK1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRAK1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSFER","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSMEMBRANE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSMEMBRANE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSMEMBRANE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTER","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTER","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTER","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTING","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTING","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTING","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTING","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRANSPORTING","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TREX1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRIT1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRIT1","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRMT10C","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRMT10C","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRMT5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRMT5","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRPC3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRPC3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TRPC3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TSFM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TSFM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TSPOAP1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TSPOAP1","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TTBK2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TTBK2","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TTBK2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TTR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TTR","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TUBB4A","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TUBB4A","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TUFM","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TUFM","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TUMOR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TUMOR","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TWNK","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TXN2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TXN2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"TYMP","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UBA5","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UBA5","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UCSC","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UCSC","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UCSC","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UCSC","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UCSC","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UFSP2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UFSP2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UGDH","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UGDH","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UGP2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"UGP2","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"USP25","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"USP25","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"USP25","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VALINE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VAN","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VARS2","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VARS2","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VASCULOPATHY","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VERTIGO","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VERTIGO","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VESSEL","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VESSEL","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-GATED","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-GATED","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOLTAGE-GATED","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VOMITING","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VPS11","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VPS11","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VPS16","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"VPS16","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WITHOUT","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WITHOUT","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WITHOUT","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WITHOUT","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WITHOUT","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WWOX","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"WWOX","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XLD","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XLD","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XLR","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XLR","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XLR","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XPR1","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"XPR1","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"YWHAG","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"YWHAG","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ZFHX3","","","","migraine","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ZFHX3","","","","""migraine with aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ZFHX3","","","","""migraine without aura""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ZFHX3","","","","""familial hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
"ZFHX3","","","","""hemiplegic migraine""","migraine","","","","OMIM_SCRAPE_FALLBACK"
