Total_Unique_Genes,Average_Gene_Frequency,Median_Gene_Frequency,Max_Gene_Frequency,Most_Frequent_Gene,Genes_in_Single_Database,Genes_in_Multiple_Databases,High_Confidence_Genes_3plus
6703,1.2753990750410265,1.0,7,CACNA1A,5196,1507,251
