Gene,Database_Count,Databases,Confidence_Level
KCNJ8,1,opentargets,Low
GGTLC3,1,opentargets,Low
LPAR2,1,opentargets,Low
NEK11,1,opentargets,Low
VAMP5,1,opentargets,Low
KCNJ9,1,opentargets,Low
PLG,1,opentargets,Low
SV2B,1,opentargets,Low
HCRTR2,1,opentargets,Low
IRS1,1,opentargets,Low
POLDIP2,1,opentargets,Low
MTNR1B,1,opentargets,Low
SLAMF1,1,opentargets,Low
HAVCR1,1,opentargets,Low
CD302,1,opentargets,Low
SLC1A1,1,opentargets,Low
PXN,1,opentargets,Low
TTC21B,1,opentargets,Low
MCPH1,1,opentargets,Low
IFNA1,1,opentargets,Low
CHRM1,1,opentargets,Low
SMIM48,1,opentargets,Low
CFAP410,1,opentargets,Low
CA2,1,opentargets,Low
F5,1,opentargets,Low
GABPA,1,opentargets,Low
LRP6,1,opentargets,Low
TFRC,1,opentargets,Low
ENSG00000293606,1,opentargets,Low
EXO1,1,opentargets,Low
IPO8,1,opentargets,Low
JUN,1,opentargets,Low
CSNK1G3,1,opentargets,Low
ADRA2A,1,opentargets,Low
MT1H,1,opentargets,Low
HTR3A,1,opentargets,Low
SPAG1,1,opentargets,Low
HDAC6,1,opentargets,Low
CBR3,1,opentargets,Low
MCC,1,opentargets,Low
ADH1B,1,opentargets,Low
OGFRL1,1,opentargets,Low
NRXN2,1,opentargets,Low
IL1A,1,opentargets,Low
PPARG,1,opentargets,Low
APC,1,opentargets,Low
NDUFA12,1,opentargets,Low
MAP3K1,1,opentargets,Low
NELL1,1,opentargets,Low
HSP90B2P,1,opentargets,Low
HSP90AB1,1,opentargets,Low
CYGB,1,opentargets,Low
DNAH8,1,opentargets,Low
NUDT1,1,opentargets,Low
PSMB6,1,opentargets,Low
TNFSF10,1,opentargets,Low
RGS16,1,opentargets,Low
GSE1,1,opentargets,Low
TRPV4,1,opentargets,Low
GEMIN2,1,opentargets,Low
CD55,1,opentargets,Low
ATF7IP,1,opentargets,Low
CYP17A1,1,opentargets,Low
ATR,1,opentargets,Low
NTSR2,1,opentargets,Low
SETMAR,1,opentargets,Low
P2RX5,1,opentargets,Low
MAG,1,opentargets,Low
CALM1,1,opentargets,Low
C6orf15,1,opentargets,Low
ACTRT2,1,opentargets,Low
PTGIR,1,opentargets,Low
DNAJC6,1,opentargets,Low
F2RL1,1,opentargets,Low
CLIC4,1,opentargets,Low
INTS7,1,opentargets,Low
NFKBIA,1,opentargets,Low
CERK,1,opentargets,Low
PLAUR,1,opentargets,Low
CASP6,1,opentargets,Low
FGB,1,opentargets,Low
CD160,1,opentargets,Low
DUSP4,1,opentargets,Low
TCF4,1,opentargets,Low
MARK3,1,opentargets,Low
RBBP8,1,opentargets,Low
CCN6,1,opentargets,Low
ACSL1,1,opentargets,Low
CSMD1,1,opentargets,Low
TLR10,1,opentargets,Low
GRM5,1,opentargets,Low
SLCO6A1,1,opentargets,Low
CSRNP3,1,opentargets,Low
S100A12,1,opentargets,Low
F3,1,opentargets,Low
ABL1,1,opentargets,Low
ARL14EP,1,opentargets,Low
AFP,1,opentargets,Low
GLRA1,1,opentargets,Low
GIPR,1,opentargets,Low
CD177,1,opentargets,Low
PECAM1,1,opentargets,Low
FLRT2,1,opentargets,Low
PRKCB,1,opentargets,Low
LCN2,1,opentargets,Low
TMEM100,1,opentargets,Low
COMMD9,1,opentargets,Low
PLAAT1,1,opentargets,Low
SLC9A1,1,opentargets,Low
CTSG,1,opentargets,Low
OPRM1,1,opentargets,Low
DGKA,1,opentargets,Low
IFNG,1,opentargets,Low
MAOB,1,opentargets,Low
BUB3,1,opentargets,Low
IGHE,1,opentargets,Low
ABCG5,1,opentargets,Low
EREG,1,opentargets,Low
COL2A1,1,opentargets,Low
DMWD,1,opentargets,Low
PLXNA3,1,opentargets,Low
TPT1,1,opentargets,Low
CATSPER1,1,opentargets,Low
DNTTIP2,1,opentargets,Low
CACNA2D2,1,opentargets,Low
TLR3,1,opentargets,Low
C3,1,opentargets,Low
SLC52A1,1,opentargets,Low
ADTRP,1,opentargets,Low
PADI4,1,opentargets,Low
S100B,1,opentargets,Low
MAP4K4,1,opentargets,Low
ATP12A,1,opentargets,Low
GRIK3,1,opentargets,Low
CNR1,1,opentargets,Low
CBS,1,opentargets,Low
GSTP1,1,opentargets,Low
NPS,1,opentargets,Low
SERPINE1,1,opentargets,Low
PDE5A,1,opentargets,Low
ELOVL6,1,opentargets,Low
LPAR3,1,opentargets,Low
PRH1,1,opentargets,Low
TLR9,1,opentargets,Low
DEFA4,1,opentargets,Low
TRGC1,1,opentargets,Low
ACACA,1,opentargets,Low
PLA2G2A,1,opentargets,Low
PCYT1A,1,opentargets,Low
P2RY14,1,opentargets,Low
EXD3,1,opentargets,Low
MYLK3,1,opentargets,Low
CYTIP,1,opentargets,Low
DGKD,1,opentargets,Low
PIRT,1,opentargets,Low
DHX38,1,opentargets,Low
CSH1,1,opentargets,Low
MPIG6B,1,opentargets,Low
NDUFB4,1,opentargets,Low
GMCL2,1,opentargets,Low
MAP3K14,1,opentargets,Low
KRT14,1,opentargets,Low
RAMP3,1,opentargets,Low
CAV1,1,opentargets,Low
GARIN1A,1,opentargets,Low
CXCL8,1,opentargets,Low
PTGS1,1,opentargets,Low
VPS45,1,opentargets,Low
ACLY,1,opentargets,Low
ABCC2,1,opentargets,Low
PNLIP,1,opentargets,Low
PPP1R3A,1,opentargets,Low
GOLGA6A,1,opentargets,Low
WNK3,1,opentargets,Low
PAX6,1,opentargets,Low
RNY1,1,opentargets,Low
COQ8A,1,opentargets,Low
ERICH2,1,opentargets,Low
PPARGC1A,1,opentargets,Low
ATP4A,1,opentargets,Low
SLC6A2,1,opentargets,Low
PIK3CD,1,opentargets,Low
ITGAM,1,opentargets,Low
UBR3,1,opentargets,Low
PSMG1,1,opentargets,Low
GDF15,1,opentargets,Low
BAZ2B,1,opentargets,Low
ZFAND3,1,opentargets,Low
FUT2,1,opentargets,Low
MT1JP,1,opentargets,Low
BMP3,1,opentargets,Low
MRGPRX4,1,opentargets,Low
NPY4R2,1,opentargets,Low
CNRIP1,1,opentargets,Low
MAP2K7,1,opentargets,Low
YY1AP1,1,opentargets,Low
FOXO3,1,opentargets,Low
NDUFA3,1,opentargets,Low
FFAR2,1,opentargets,Low
TPO,1,opentargets,Low
THBS1,1,opentargets,Low
PACC1,1,opentargets,Low
CDC27,1,opentargets,Low
PDE10A,1,opentargets,Low
SDS,1,opentargets,Low
EPB41L4A,1,opentargets,Low
SULT1A1,1,opentargets,Low
NFE2L2,1,opentargets,Low
TRPA1,1,opentargets,Low
LOX,1,opentargets,Low
KCNQ4,1,opentargets,Low
NES,1,opentargets,Low
GPT,1,opentargets,Low
PTH2R,1,opentargets,Low
TMEM41B,1,opentargets,Low
CTCF,1,opentargets,Low
CA12,1,opentargets,Low
NDUFAF2,1,opentargets,Low
SETD2,1,opentargets,Low
CACNG6,1,opentargets,Low
MEIS1,1,opentargets,Low
IAPP,1,opentargets,Low
LIPH,1,opentargets,Low
ZNF362,1,opentargets,Low
BIRC2,1,opentargets,Low
SNRPN,1,opentargets,Low
KCNAB3,1,opentargets,Low
NHEJ1,1,opentargets,Low
A4GALT,1,opentargets,Low
CSAD,1,opentargets,Low
UBE2Z,1,opentargets,Low
ZNF385D,1,opentargets,Low
CYP46A1,1,opentargets,Low
IL18,1,opentargets,Low
SLC22A1,1,opentargets,Low
TIMD4,1,opentargets,Low
GNAS,1,opentargets,Low
KIR3DL1,1,opentargets,Low
NDUFV3,1,opentargets,Low
AIM2,1,opentargets,Low
SIL1,1,opentargets,Low
CRMP1,1,opentargets,Low
ASAH1,1,opentargets,Low
RPL30P1,1,opentargets,Low
MB,1,opentargets,Low
TEK,1,opentargets,Low
LAG3,1,opentargets,Low
PLOD1,1,opentargets,Low
Nicotinamide-N-methyltransferase,1,pubmed,Low
Calb2,1,pubmed,Low
BACE1,1,opentargets,Low
COX5A,1,opentargets,Low
PTGS2,1,opentargets,Low
TRPM7,1,opentargets,Low
COX4I1,1,opentargets,Low
SOX7,1,opentargets,Low
TLR1,1,opentargets,Low
PINX1,1,opentargets,Low
ST18,1,opentargets,Low
FZD1,1,opentargets,Low
LMOD1,1,opentargets,Low
POU3F3,1,opentargets,Low
TRIM69,1,opentargets,Low
MC4R,1,opentargets,Low
LINGO1,1,opentargets,Low
GRID2,1,opentargets,Low
PLA2G1B,1,opentargets,Low
TYMS,1,opentargets,Low
MT-RNR2,1,opentargets,Low
VSTM2L,1,opentargets,Low
glutathione S-transferase (GST) P1,1,pubmed,Low
prothrombin,1,pubmed,Low
ApoE4,1,pubmed,Low
fatty acid amide hydrolase,1,pubmed,Low
fibrinogen,1,pubmed,Low
Atp1a4,1,pubmed,Low
NADH: ubiquinone oxidoreductase subunit B6,1,pubmed,Low
hypoxia-inducible factor 1-alpha,1,pubmed,Low
CYP7B1,1,pubmed,Low
MRVI1,1,pubmed,Low
FVL,1,pubmed,Low
UBE2NL,1,pubmed,Low
PTN,1,pubmed,Low
Taar1,1,pubmed,Low
serine-racemase,1,pubmed,Low
Apolipoprotein E,1,pubmed,Low
aspartate aminotransferase,1,pubmed,Low
Hes5,1,pubmed,Low
5HT2A receptor,1,pubmed,Low
SLC39A8,1,pubmed,Low
c-fos,1,pubmed,Low
Cacna1a,1,pubmed,Low
GC globulin,1,pubmed,Low
CORT,1,opentargets,Low
SELL,1,opentargets,Low
UTRN,1,opentargets,Low
PPARA,1,opentargets,Low
OPRK1,1,opentargets,Low
OPRD1,1,opentargets,Low
ADRB3,1,opentargets,Low
KMO,1,opentargets,Low
SGCA,1,opentargets,Low
ADRA1D,1,opentargets,Low
LCAT,1,opentargets,Low
IGFBP3,1,opentargets,Low
NUDT9,1,opentargets,Low
UTP18,1,opentargets,Low
PNOC,1,opentargets,Low
UFM1,1,opentargets,Low
CNIH2,1,opentargets,Low
NTRK1,1,opentargets,Low
SLC5A2,1,opentargets,Low
PRG4,1,opentargets,Low
IL1RAPL2,1,opentargets,Low
TNFSF11,1,opentargets,Low
NFKBIZ,1,opentargets,Low
SAA1,1,opentargets,Low
SCG5,1,opentargets,Low
ANGPT2,1,opentargets,Low
QTGAL,1,opentargets,Low
ATP7A,1,opentargets,Low
RASGEF1B,1,opentargets,Low
USP34,1,opentargets,Low
ZMYM2,1,opentargets,Low
SLURP1,1,opentargets,Low
TRPM6,1,opentargets,Low
AMY1C,1,opentargets,Low
ABCB5,1,opentargets,Low
EMILIN3,1,opentargets,Low
KCNS1,1,opentargets,Low
CAV2,1,opentargets,Low
TXNL4B,1,opentargets,Low
PTGDR2,1,opentargets,Low
AVP,1,opentargets,Low
CACNG5,1,opentargets,Low
MPHOSPH8,1,opentargets,Low
NCOA2,1,opentargets,Low
TRGV9,1,opentargets,Low
Rpl35,1,pubmed,Low
SEPHS2,1,pubmed,Low
Ca(2+),1,pubmed,Low
Vanin-1,1,pubmed,Low
Low-Density Lipoprotein Receptor,1,pubmed,Low
adenosine deaminase,1,pubmed,Low
Vnn-1,1,pubmed,Low
Aldh1a3,1,pubmed,Low
Corticosteroid-binding globulin,1,pubmed,Low
insulin,1,pubmed,Low
PACAP,1,pubmed,Low
alpha-1-antitrypsin,1,pubmed,Low
KCNK12,1,pubmed,Low
Notch 3,1,pubmed,Low
angiotensin converting enzyme,1,pubmed,Low
TNF-alpha,1,pubmed,Low
"5HT1B,5HT2A",1,pubmed,Low
mTOR,1,pubmed,Low
HVCN1,1,pubmed,Low
Rps8,1,pubmed,Low
sex hormone-binding globulin,1,pubmed,Low
HIF-1alpha,1,pubmed,Low
factor XIII,1,pubmed,Low
C-C motif chemokine 25,1,pubmed,Low
EDA2R,1,pubmed,Low
CCDC146,1,pubmed,Low
Urotensin-II,1,pubmed,Low
GREB1,1,pubmed,Low
polymerase-gamma,1,pubmed,Low
antithrombin III,1,pubmed,Low
GGT,1,pubmed,Low
FHM-2,1,pubmed,Low
Tryptophan hydroxylase 2,1,pubmed,Low
von Willebrand factor,1,pubmed,Low
syntaxin 1A,1,pubmed,Low
GDAP1,1,pubmed,Low
MEP1A,1,pubmed,Low
hsa-miR-543,1,pubmed,Low
miR-197,1,pubmed,Low
cox-2,1,pubmed,Low
histamine H3 receptor,1,pubmed,Low
hsa-miR-181a,1,pubmed,Low
KIAA0564,1,pubmed,Low
hepatocyte growth factor,1,pubmed,Low
Cav 2.1,1,pubmed,Low
HTR1a,1,pubmed,Low
HERNS,1,pubmed,Low
TSPAN-2,1,pubmed,Low
5-HT(1B),1,pubmed,Low
MDR1,1,pubmed,Low
superoxide dismutase 1,1,pubmed,Low
Cav1.2,1,pubmed,Low
PSMC3,1,pubmed,Low
Trem1,1,pubmed,Low
RANTES,1,pubmed,Low
CACNA1A.,1,pubmed,Low
FVIII,1,pubmed,Low
calcitonin gene-related peptide,1,pubmed,Low
Mafk,1,pubmed,Low
U-II,1,pubmed,Low
ENDOV,1,pubmed,Low
protein C,1,pubmed,Low
estrogen receptor,1,pubmed,Low
SLC25A27,1,pubmed,Low
Triggering receptor expressed on myeloid cell 1,1,pubmed,Low
SPOCD1,1,pubmed,Low
PR/SET domain 16,1,pubmed,Low
Hypoxia-Inducible Factor-1alpha,1,pubmed,Low
NO synthase,1,pubmed,Low
ND4,1,pubmed,Low
DUX4,1,pubmed,Low
Tumor necrosis factor (TNF),1,pubmed,Low
tumor necrosis factor-alpha,1,pubmed,Low
STUM,1,pubmed,Low
C6orf25,1,pubmed,Low
SNAIL,1,pubmed,Low
hsa-let-7d,1,pubmed,Low
Endothelial nitric oxide synthase,1,pubmed,Low
KCNJ1,1,pubmed,Low
Esterase D,1,pubmed,Low
BACE2,1,pubmed,Low
multidrug-resistance 1,1,pubmed,Low
FasL,1,pubmed,Low
FGF-23,1,pubmed,Low
Alcohol-dehydrogenase,1,pubmed,Low
CAMK2,1,pubmed,Low
5-HT2a receptor,1,pubmed,Low
miR-340,1,pubmed,Low
reactive oxygen species modulator 1,1,pubmed,Low
renin,1,pubmed,Low
ATP2C2,1,pubmed,Low
PDLIM7,1,opentargets,Low
MT1G,1,opentargets,Low
CACNG2,1,opentargets,Low
LIFR,1,opentargets,Low
CUL3,1,opentargets,Low
RBP4,1,opentargets,Low
SOS1,1,opentargets,Low
FUT1,1,opentargets,Low
IGFBP1,1,opentargets,Low
PANX1,1,opentargets,Low
MESP2,1,opentargets,Low
IGHV3-74,1,opentargets,Low
HOXA7,1,opentargets,Low
TRPM2,1,opentargets,Low
CA5A,1,opentargets,Low
RETNLB,1,opentargets,Low
P2RX7,1,opentargets,Low
CLDN10,1,opentargets,Low
MYLK,1,opentargets,Low
TSPAN31,1,opentargets,Low
NUTF2,1,opentargets,Low
TPH1,1,opentargets,Low
TKT,1,opentargets,Low
NEURL1,1,opentargets,Low
CTDSP2,1,opentargets,Low
CDY1,1,opentargets,Low
ACD,1,opentargets,Low
FOSB,1,opentargets,Low
NPTX2,1,opentargets,Low
PRKAA1,1,opentargets,Low
TCFL5,1,opentargets,Low
GPR55,1,opentargets,Low
PIEZO2,1,opentargets,Low
ARHGDIB,1,opentargets,Low
P2RX4,1,opentargets,Low
BTBD9,1,opentargets,Low
GPSM2,1,opentargets,Low
TIMP1,1,opentargets,Low
RP1L1,1,opentargets,Low
TNPO1,1,opentargets,Low
GLO1,1,opentargets,Low
SSTR5,1,opentargets,Low
PTGDS,1,opentargets,Low
SLC2A9,1,opentargets,Low
C9orf72,1,opentargets,Low
ABCD2,1,opentargets,Low
AKT1,1,opentargets,Low
SIGMAR1,1,opentargets,Low
KDR,1,opentargets,Low
A3GALT2,1,opentargets,Low
DNER,1,opentargets,Low
CTNND1,1,opentargets,Low
GALNT13,1,opentargets,Low
RPS27A,1,opentargets,Low
C16orf86,1,opentargets,Low
XK,1,opentargets,Low
CD69,1,opentargets,Low
NR3C2,1,opentargets,Low
SNCB,1,opentargets,Low
FBN1,1,opentargets,Low
HSP90AA1,1,opentargets,Low
KHDRBS1,1,opentargets,Low
SELENBP1,1,opentargets,Low
PPP1CB,1,opentargets,Low
TMEM132E,1,opentargets,Low
DDAH2,1,opentargets,Low
ADH5,1,opentargets,Low
SENP7,1,opentargets,Low
ALPP,1,opentargets,Low
CCDC141,1,opentargets,Low
TSC1,1,opentargets,Low
GPD2,1,opentargets,Low
PXDN,1,opentargets,Low
CD4,1,opentargets,Low
SCNN1B,1,opentargets,Low
CBR1,1,opentargets,Low
CALCR,1,opentargets,Low
ZNHIT1,1,opentargets,Low
DCAF13,1,opentargets,Low
NDUFA1,1,opentargets,Low
ASB16,1,opentargets,Low
NPY1R,1,opentargets,Low
SGMS1,1,opentargets,Low
MTTP,1,opentargets,Low
S100A6,1,opentargets,Low
ITPR3,1,opentargets,Low
PPP1R12A,1,opentargets,Low
VIPR1,1,opentargets,Low
NPPA,1,opentargets,Low
TMTC2,1,opentargets,Low
NPY2R,1,opentargets,Low
CCR5,1,opentargets,Low
PPID,1,opentargets,Low
SP5,1,opentargets,Low
ASTL,1,opentargets,Low
HDGFL1,1,opentargets,Low
ADH1C,1,opentargets,Low
ATP6AP2,1,opentargets,Low
KCNIP1,1,opentargets,Low
IL5RA,1,opentargets,Low
CACNG8,1,opentargets,Low
EZH2,1,opentargets,Low
KRT1,1,opentargets,Low
DESI1,1,opentargets,Low
NNMT,1,opentargets,Low
ASPG,1,opentargets,Low
CIB2,1,opentargets,Low
FAM98B,1,opentargets,Low
UBC,1,opentargets,Low
LMNA,1,opentargets,Low
CHFR,1,opentargets,Low
PCSK1N,1,opentargets,Low
SOX11,1,opentargets,Low
MAFK,1,opentargets,Low
IL2,1,opentargets,Low
PLEK,1,opentargets,Low
PDLIM3,1,opentargets,Low
TSTD1,1,opentargets,Low
AQP4,1,opentargets,Low
COL25A1,1,opentargets,Low
GCA,1,opentargets,Low
ZGLP1,1,opentargets,Low
ASPA,1,opentargets,Low
XRCC1,1,opentargets,Low
NDOR1,1,opentargets,Low
PAMR1,1,opentargets,Low
GH1,1,opentargets,Low
ACE2,1,opentargets,Low
VTRNA1-1,1,opentargets,Low
IL37,1,opentargets,Low
RAMP1,1,opentargets,Low
FOXP3,1,opentargets,Low
RASGRP1,1,opentargets,Low
VCAM1,1,opentargets,Low
RARA,1,opentargets,Low
SGCG,1,opentargets,Low
KRT20,1,opentargets,Low
BLVRB,1,opentargets,Low
NPSR1,1,opentargets,Low
LGR6,1,opentargets,Low
NEFH,1,opentargets,Low
HK2,1,opentargets,Low
DPP4,1,opentargets,Low
MC2R,1,opentargets,Low
COXFA4,1,opentargets,Low
IL1R1,1,opentargets,Low
SRI,1,opentargets,Low
PRDX1,1,opentargets,Low
GCLC,1,opentargets,Low
GRIK5,1,opentargets,Low
KIF1B,1,opentargets,Low
HCG11,1,opentargets,Low
CISH,1,opentargets,Low
PCLAF,1,opentargets,Low
TAFA5,1,opentargets,Low
TACR3,1,opentargets,Low
CD36,1,opentargets,Low
GUCY1B1,1,opentargets,Low
KCNAB2,1,opentargets,Low
MAK16,1,opentargets,Low
SSTR2,1,opentargets,Low
GABRG3,1,opentargets,Low
NDUFB6,1,opentargets,Low
DNAJC11,1,opentargets,Low
NOL11,1,opentargets,Low
ENSG00000280371,1,opentargets,Low
GNG12,1,opentargets,Low
BBS4,1,opentargets,Low
VIP,1,opentargets,Low
PAG1,1,opentargets,Low
GTF2H1,1,opentargets,Low
CD24,1,opentargets,Low
PENK,1,opentargets,Low
ZKSCAN7,1,opentargets,Low
PTGER4,1,opentargets,Low
SLC38A4,1,opentargets,Low
GUCY1A2,1,opentargets,Low
PTH2,1,opentargets,Low
HAAO,1,opentargets,Low
NAV3,1,opentargets,Low
MR1,1,opentargets,Low
DCPS,1,opentargets,Low
5-HT2A,1,pubmed,Low
KCN J9,1,pubmed,Low
CYR61,1,pubmed,Low
ATAD2B,1,pubmed,Low
PR,1,pubmed,Low
VEGF,1,pubmed,Low
5-HT1B,1,pubmed,Low
Akt,1,pubmed,Low
Cytochrome P450 2D6,1,pubmed,Low
Romo1,1,pubmed,Low
TNF-beta,1,pubmed,Low
paraoxonase 1,1,pubmed,Low
Paraoxonase 1,1,pubmed,Low
Monoamine oxidases A and B,1,pubmed,Low
Signal Transducer and Activator of Transcription 6,1,pubmed,Low
LOC102724945,1,pubmed,Low
Endothelin-1,1,pubmed,Low
major histocompatibility complex,1,pubmed,Low
Interleukin-2,1,pubmed,Low
G protein-coupled receptor,1,pubmed,Low
CYP,1,pubmed,Low
GATM,1,pubmed,Low
insulin-like growth factor 1,1,pubmed,Low
sirtuin-5,1,pubmed,Low
TNFA,1,pubmed,Low
miR-134,1,pubmed,Low
MAO-A,1,pubmed,Low
dopamine beta-hydroxylase,1,pubmed,Low
dopamine D2 receptor,1,pubmed,Low
IRX1,1,pubmed,Low
Il1b,1,pubmed,Low
ZNF423,1,pubmed,Low
haptoglobin,1,pubmed,Low
SEMA6C,1,pubmed,Low
GluR1,1,pubmed,Low
ERalpha,1,pubmed,Low
5-HT1A,1,pubmed,Low
apolipoprotein E,1,pubmed,Low
TWIK-related spinal cord potassium channel,1,pubmed,Low
5-HT1A receptor,1,pubmed,Low
chemokine receptor 3,1,pubmed,Low
EDN,1,pubmed,Low
hsa-miR-532,1,pubmed,Low
phospholipase Cbeta,1,pubmed,Low
Estrogen receptor alpha,1,pubmed,Low
5HTTLPR,1,pubmed,Low
IL-2,1,pubmed,Low
insulin receptor,1,pubmed,Low
thyrotropin-releasing hormone receptor,1,pubmed,Low
hsa-miR-106b,1,pubmed,Low
dopamine-beta hydroxylase,1,pubmed,Low
MMP-3,1,pubmed,Low
SDC4,1,pubmed,Low
IL-18,1,pubmed,Low
GPR30,1,pubmed,Low
AP-2,1,pubmed,Low
